Cabinet_Id,Address,Postcode,Attributes,State,PhoneNumber,id
03958043X2,"  196 LOWER DANDENONG RD OS SHOPS, MORDIALLOC",3195,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",VIC," PH:0395806291",155494
03949914X2,"  244 LOWER HEIDELBERG RD , IVANHOE EAST",3079,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",VIC," PH:0394995672",155495
03949923X2,"  272 LOWER HEIDELBERG RD , IVANHOE EAST",3079,"Coin and Card Payphone,Incoming Calls",VIC," PH:0394995743",155496
08984470X2,"  629 LOWER KIN RD ROADHOUSE, LOWER KING",6330,"Coin and Card Payphone,Incoming Calls",WA," PH:0898447000",155497
03643711X2,"  81 MAIN ST ESPLANADE, PENGUIN",7316,"Coin and Card Payphone,Incoming Calls",TAS," PH:0364371432",155498
03625411X2,"  640 MAIN RD CNR RUSSELL ST, PARATTAH",7120,"Coin and Card Payphone,Incoming Calls",TAS," PH:0362541301",155499
03629711X2,"  4478 MAIN RD OS POST OFFICE, PORT HUON",7116,"Coin and Card Payphone,Incoming Calls",TAS," PH:0362971204",155500
07474831Y1,"  0 MAIN ST CNR HUTTON ST, PITURIE",4825,"Card Payphone,Incoming Calls",QLD," PH:0747483172",155501
03985200X2,"  13 MACEDON RD , TEMPLESTOWE LOWER",3107,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",VIC," PH:0398521366",155502
07336911X2,"  64 MACGREGOR TCE NR SIMPSONS RD, BARDON",4065,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0733693977",155503
07405591X2,"  27 MACHANS ST NR TUCKER ST, MACHANS BEACH",4878,"Coin and Card Payphone,Incoming Calls",QLD," PH:0740559101",155504
03582112X2,"  48 MACINTOSH ST NR SANDERSON, SHEPPARTON",3630,"Coin and Card Payphone,Incoming Calls",VIC," PH:0358215437",155505
02662800X2,"  86 MAIN ST POST OFFICE, ALSTONVILLE",2477,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0266280200",155506
03536700X2,"  156 MAIN ST POST OFFICE, BACCHUS MARSH",3340,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",VIC," PH:0353672273",155507
07542613X2,"  216 LOWOOD MINDEN RD NR MNATHEY RD, TARAMPA",4311,"Coin and Card Payphone,Incoming Calls",QLD," PH:0754261304",155508
08934988X2,"  23 LOXWOOD RD NR FERNHURST CR, BALGA",6061,"Coin and Card Payphone,Incoming Calls",WA," PH:0893495211",155509
03943704X2,"  1546 MAIN RD O/S NEWSAGENCY, RESEARCH",3095,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",VIC," PH:0394372794",155510
03542960X2,"  107 MAIN RD OS SHOP CENTRE, ROMSEY",3434,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",VIC," PH:0354296041",155511
03649101X2,"  58 MAIN ST OS POST OFFICE, SHEFFIELD",7306,"Coin and Card Payphone,Incoming Calls",TAS," PH:0364911896",155512
03649100X2,"  58 MAIN ST OS POST OFFICE, SHEFFIELD",7306,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",TAS," PH:0364911300",155513
02654745X7,"  1623 MAIN RD OPP POST OFFICE, SANDY HOLLOW",2333,"Coin and Card Payphone,Incoming Calls",NSW," PH:0265474506",155514
03957900X2,"  2 MACKIE RD OS BUS STOP, BENTLEIGH EAST",3165,"Coin and Card Payphone,Incoming Calls",VIC," PH:0395791077",155515
03957927X2,"  87 MACKIE RD CNR DEAKIN ST, BENTLEIGH EAST",3165,"Coin and Card Payphone,Incoming Calls",VIC," PH:0395793748",155516
08936172X2,"  110 MACKIE ST NR BERWICK ST, VICTORIA PARK",6100,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",WA," PH:0893615397",155517
03523460X2,"  65 MAIN ST POST OFFICE, BEEAC",3251,"Coin and Card Payphone,Incoming Calls",VIC," PH:0352346400",155518
03546910X2,"  1 MAIN ST POST OFFICE, BEALIBA",3475,"Coin and Card Payphone,Incoming Calls",VIC," PH:0354691203",155519
03523620X2,"  65 MAIN ST POST OFFICE, BIRREGURRA",3242,"Coin and Card Payphone,Incoming Calls",VIC," PH:0352362200",155520
02962142X2,"  166 MAIN ST , BLACKTOWN",2148,"Coin and Card Payphone,Incoming Calls",NSW," PH:0296217765",155521
07340951X2,"  1 LUCAS DRV NEAR, LAMB ISLAND",4184,"Coin and Card Payphone,Incoming Calls",QLD," PH:0734095246",155522
08932829X2,"  51 MARLBOROUGH ST NR LORD ST, HIGHGATE",6003,"Coin and Card Payphone,Incoming Calls",WA," PH:0893286011",155523
03625980X2,"  3096 MARLBOROUGH RD OUTSIDE HOTEL, MIENA",7030,"Coin and Card Payphone,Incoming Calls",TAS," PH:0362598145",155524
03538520X2,"  26 MARMA ST NR MCDONALD ST, MURTOA",3390,"Coin and Card Payphone,Incoming Calls",VIC," PH:0353852200",155525
02921224X2,"  1 MARY ANN ST NR BULWARRA RD, ULTIMO",2007,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0292123114",155526
03985310X2,"  2 MALMSBURY ST , KEW",3101,"Coin and Card Payphone,Incoming Calls",VIC," PH:0398532302",155527
03522101X1,"  88 MALOP ST MARKET SQUARE, GEELONG",3220,"Coin and Card Payphone,Incoming Calls",VIC," PH:0352213667",155528
03522230X2,"  245 MALOP ST NR SWANSTON ST, GEELONG",3220,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot,ADSL",VIC," PH:0352222748",155529
03522227X2,"  150 MALOP ST OS OFFICE WORKS, GEELONG",3220,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot,ADSL",VIC," PH:0352223601",155530
03522238X2,"  80 MALOP ST O/S MARKET SQUARE, GEELONG",3220,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot,ADSL",VIC," PH:0352228961",155531
02955028X2,"  3 MARMION ST NR KINGSTON ST, CAMPERDOWN",2050,"Coin and Card Payphone,Incoming Calls",NSW," PH:0295503563",155532
08933546X2,"  117 MARMION ST NR DALGETY ST, FREMANTLE",6160,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot,ADSL",WA," PH:0893356421",155533
08931700X2,"  368 MARMION ST NR THORN ST, MELVILLE",6156,"Coin and Card Payphone,Incoming Calls",WA," PH:0893299731",155534
02495104X2,"  207 MARYLAND DRV OS NBR'HOOD CENTRE, MARYLAND",2287,"Coin and Card Payphone,Incoming Calls",NSW," PH:0249514021",155535
07468109X2,"  12 MARYLAND ST NR RAILWAY ST, STANTHORPE",4380,"Coin and Card Payphone,Incoming Calls",QLD," PH:0746811837",155536
07468106X2,"  12 MARYLAND ST NR RAILWAY ST, STANTHORPE",4380,"Coin and Card Payphone,Incoming Calls",QLD," PH:0746811748",155537
07468111X2,"  29 MARYLAND ST NR FARLEY ST, STANTHORPE",4380,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0746813113",155538
02982233X2,"  2 MARYVALE AVE NR MEMORIAL AVE, LIVERPOOL",2170,"Coin and Card Payphone,Incoming Calls",NSW," PH:0298224104",155539
02958311X2,"  15 MALUA ST CNR GANNON AVE, DOLLS POINT",2219,"Coin and Card Payphone,Incoming Calls",NSW," PH:0295831316",155540
03982217X2,"  1480 MALVERN RD , GLEN IRIS",3146,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",VIC," PH:0398227337",155541
03577471X2,"  2187 MAROONDAH HWY OS POST OFFICE, BUXTON",3711,"Coin and Card Payphone,Incoming Calls",VIC," PH:0357747300",155542
03946020X2,"  37 MASSEY AVE , RESERVOIR",3073,"Coin and Card Payphone,Incoming Calls",VIC," PH:0394608237",155543
07474318X2,"  71 MARIAN ST CNR BUTLER ST, TOWNVIEW",4825,"Coin and Card Payphone,Incoming Calls",QLD," PH:0747439853",155544
03937011X2,"  205 MARIBYRNONG RD CNR DARLING ST, ASCOT VALE",3032,"Coin and Card Payphone,Incoming Calls",VIC," PH:0393703720",155545
03972552X2,"  152 MAROONDAH HWY NR CNR KENT AVE, CROYDON",3136,"Coin and Card Payphone,Incoming Calls",VIC," PH:0397259348",155546
03596251X2,"  40 MAROONDAH HWY CNR STEEL ST, HEALESVILLE",3777,"Coin and Card Payphone,Incoming Calls",VIC," PH:0359625399",155547
03973911X2,"  173 MAROONDAH HWY OS SHOWGROUNDS, LILYDALE",3140,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",VIC," PH:0397395883",155548
03516300X2,"  42 MAIN ST NR LANGLEY ST, YINNAR",3869,"Coin and Card Payphone,Incoming Calls",VIC," PH:0351631300",155549
08865140X2,"  0 MAIN RD POST OFFICE, YONGALA",5493,"Coin and Card Payphone,Incoming Calls",SA," PH:0886514221",155550
03647160X2,"  31 MAIN ST OS SUPERMARKET, ZEEHAN",7469,"Coin and Card Payphone,Incoming Calls",TAS," PH:0364716103",155551
03987014X2,"  46 MAROONDAH HWY , RINGWOOD",3134,"Coin and Card Payphone,Incoming Calls",VIC," PH:0398707590",155552
08826013X2,"  406 MAIN NORTH RD AUDREY AVE, BLAIR ATHOL",5084,"Coin and Card Payphone,Incoming Calls",SA," PH:0882601016",155553
08826015X2,"  490 MAIN NORTH RD , BLAIR ATHOL",5084,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",SA," PH:0882602697",155554
08826024X2,"  475 MAIN NORTH RD ADJ, ENFIELD",5085,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",SA," PH:0882604710",155555
08958600X2,"  90 MANDURAH TCE OPP SHIRE OFFICES, MANDURAH",6210,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot,ADSL",WA," PH:0895863917",155556
08958154X2,"  183 MANDURAH TCE SANDS SC, MANDURAH",6210,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",WA," PH:0895815499",155557
08958113X2,"  183 MANDURAH TCE SANDS SC, MANDURAH",6210,"Coin and Card Payphone,Incoming Calls",WA," PH:0895811869",155558
08952430X2,"  1250 MANDURAH RD PIKE RD, WARNBRO",6169,"Coin and Card Payphone,Incoming Calls",WA," PH:0895243012",155559
03585902X2,"  110 MANGAN ST NR FIRE STATION, TONGALA",3621,"Coin and Card Payphone,Incoming Calls",VIC," PH:0358590400",155560
02498424X2,"  44 MARINE DRV WORKRS CLUB RESORT, FINGAL BAY",2315,"Coin and Card Payphone,Incoming Calls",NSW," PH:0249815512",155561
08943004X2,"  7 MARINE TCE NR CLIFF ST, FREMANTLE",6160,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot,ADSL",WA," PH:0894305164",155562
03987012X2,"  90 MAROONDAH HWY , RINGWOOD",3134,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",VIC," PH:0398707290",155563
02931403X2,"  205 MAROUBRA RD MAROUBRA JCT POST, MAROUBRA",2035,"Coin and Card Payphone,Incoming Calls",NSW," PH:0293141589",155564
02934411X2,"  236 MAROUBRA RD NR COOPER ST, MAROUBRA",2035,"Coin and Card Payphone,Incoming Calls",NSW," PH:0293447075",155565
07557104X2,"  3606 MAIN BEACH PDE OS CARAVAN PARK, MAIN BEACH",4217,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0755710970",155566
02667412X2,"  0 MARINE PDE OPP TERRACE ST, KINGSCLIFF",2487,"Coin and Card Payphone,Incoming Calls",NSW," PH:0266742624",155567
02667409X2,"  96 MARINE PDE NR POST OFFICE, KINGSCLIFF",2487,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0266742408",155568
02667408X2,"  0 MARINE PDE OPP HOTEL, KINGSCLIFF",2487,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0266742336",155569
03503721X2,"  1 MARRABOOR ST POST OFFICE, LAKE BOGA",3584,"Coin and Card Payphone,Incoming Calls",VIC," PH:0350372100",155570
08924616X2,"  50 MARRI RD OS DUNCRAIG SC, DUNCRAIG",6023,"Coin and Card Payphone,Incoming Calls",WA," PH:0892464468",155571
08826000X1,"  449 MAIN NORTH RD ENFIELD PLAZA S/C, ENFIELD",5085,"Coin and Card Payphone,Incoming Calls",SA," PH:0882607461",155572
08826938X2,"  264 MAIN NORTH RD NR REGENCY RD, PROSPECT",5082,"Coin and Card Payphone,Incoming Calls",SA," PH:0882694601",155573
08826923X2,"  264 MAIN NORTH RD NR REGENCY RD, PROSPECT",5082,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",SA," PH:0882693454",155574
07339607X2,"  375 MANLY RD NR AMBERJACK ST, MANLY WEST",4179,"Coin and Card Payphone,Incoming Calls",QLD," PH:0733967037",155575
02692731X2,"  0 MANN ST OS POST OFFICE, COOLAMON",2701,"Coin and Card Payphone,Incoming Calls",NSW," PH:0269273107",155576
02934936X2,"  124 MARINE PDE NR BOND ST, MAROUBRA",2035,"Coin and Card Payphone,Incoming Calls",NSW," PH:0293498382",155577
02497602X2,"  51 MARINE DRV NR SHOP, NORDS WHARF",2281,"Coin and Card Payphone,Incoming Calls",NSW," PH:0249761010",155578
07328442X2,"  69 MARINE PDE NR DIX ST, REDCLIFFE",4020,"Coin and Card Payphone,Incoming Calls",QLD," PH:0732847302",155579
07328419X2,"  17 MARINE PDE NR MACDONNELL RD, REDCLIFFE",4020,"Coin and Card Payphone,Incoming Calls",QLD," PH:0732847984",155580
03567852X2,"  105 MARINE PDE OS POST OFFICE, SAN REMO",3925,"Coin and Card Payphone,Incoming Calls",VIC," PH:0356785300",155581
03567851X2,"  159 MARINE PDE , SAN REMO",3925,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot,ADSL",VIC," PH:0356785207",155582
02956435X2,"  276 MARRICKVILLE RD CNR SILVER ST, MARRICKVILLE",2204,"Coin and Card Payphone,Incoming Calls",NSW," PH:0295642218",155583
02956023X2,"  276 MARRICKVILLE RD CNR SILVER ST, MARRICKVILLE",2204,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0295609454",155584
02969963X2,"  141 MARRIOT ST NR PHILLIP ST, REDFERN",2016,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0296999176",155585
08884721X2,"  0 MAIN NORTH RD OPP RHYNIE HOTEL, RHYNIE",5412,"Coin and Card Payphone,Incoming Calls",SA," PH:0888472224",155586
08935606X2,"  113 MANNING RD O/S SHOPS, BENTLEY",6102,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",WA," PH:0893561687",155587
02423304X2,"  20 MANNING ST OS EXCHANGE, KIAMA",2533,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0242331056",155588
02473611X2,"  1 MANNING ST NR EDNA ST, KINGSWOOD",2747,"Coin and Card Payphone,Incoming Calls",NSW," PH:0247364965",155589
02499710X2,"  85 MARINE DRV , TEA GARDENS",2324,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0249971063",155590
02985812X2,"  2 MARSDEN RD NEAR, ERMINGTON",2115,"Coin and Card Payphone,Incoming Calls",NSW," PH:0298582408",155591
07338500X1,"  154 MARSDEN RD KALLANGUR VILLAGE, KALLANGUR",4503,"Coin and Card Payphone,Incoming Calls",QLD," PH:0733850679",155592
02968733X2,"  65 MARSDEN ST NEAR, PARRAMATTA",2150,"Coin and Card Payphone,Incoming Calls",NSW," PH:0296872278",155593
08838223X2,"  14 MAIN SOUTH RD NR DOCTORS RD, MORPHETT VALE",5162,"Coin and Card Payphone,Incoming Calls",SA," PH:0883828832",155594
02433410X2,"  18 MANNING RD , THE ENTRANCE",2261,"Coin and Card Payphone,Incoming Calls",NSW," PH:0243343194",155595
02655477X2,"  144 MANNING ST , TUNCURRY",2428,"Coin and Card Payphone,Incoming Calls",NSW," PH:0265547876",155596
02655484X2,"  11 MANNING ST , TUNCURRY",2428,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0265548587",155597
02982241X2,"  29 MANNIX PDE CNR MCGIRR PDE, WARWICK FARM",2170,"Coin and Card Payphone,Incoming Calls",NSW," PH:0298224704",155598
08827715X2,"  637 MARION RD NR CLIFFORD ST, ASCOT PARK",5043,"Coin and Card Payphone,Incoming Calls",SA," PH:0882779276",155599
02968745X2,"  59 MARION ST , HARRIS PARK",2150,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0296878950",155600
02963325X2,"  59 MARION ST , HARRIS PARK",2150,"Coin and Card Payphone,Incoming Calls",NSW," PH:0298939107",155601
02956418X2,"  112 MARION ST NR ELSWICK ST, LEICHHARDT",2040,"Coin and Card Payphone,Incoming Calls",NSW," PH:0295641926",155602
08827701X2,"  742 MARION RD OFF, MARION",5043,"Coin and Card Payphone,Incoming Calls",SA," PH:0882771232",155603
07468103X2,"  60 MARSH ST NR LOCK ST, STANTHORPE",4380,"Coin and Card Payphone,Incoming Calls",QLD," PH:0746813768",155604
02683635X2,"  50 MARSHALL ST , COBAR",2835,"Coin and Card Payphone,Incoming Calls",NSW," PH:0268363357",155605
03936624X2,"  325 MAIN RD EAST RD , ST ALBANS",3021,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",VIC," PH:0393663111",155606
03936615X2,"  206 MAIN RD EAST RD NR MCARTHUR AVE, ST ALBANS",3021,"Coin and Card Payphone,Incoming Calls",VIC," PH:0393664531",155607
02432500X2,"  100 MANNS RD OS GLENVALE SCHOOL, NARARA",2250,"Coin and Card Payphone,Incoming Calls",NSW," PH:0243250157",155608
08835100X1,"  392 MARION RD ADJ PLYMPTON LPO, PLYMPTON",5038,"Coin and Card Payphone,Incoming Calls",SA," PH:0883515865",155609
08829726X2,"  493 MARION RD NR MELVILLE ST, SOUTH PLYMPTON",5038,"Coin and Card Payphone,Incoming Calls",SA," PH:0882976709",155610
08829610X2,"  934 MARION RD NR MACKLIN ST, STURT",5047,"Coin and Card Payphone,Incoming Calls",SA," PH:0882968054",155611
03625301X2,"  11 MARION BAY RD OS SERVICE STN, COPPING",7174,"Coin and Card Payphone,Incoming Calls",TAS," PH:0362535103",155612
03959619X2,"  160 MARTIN ST O/S SHOPS, BRIGHTON",3186,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",VIC," PH:0395961569",155613
07478890X2,"  1 MANUKA CRT O/S MINI MART, BUSHLAND BEACH",4818,"Coin and Card Payphone,Incoming Calls",QLD," PH:0747889513",155614
08827705X2,"  370 MAPLE AVE NR STURT RD, CLOVELLY PARK",5042,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",SA," PH:0882771721",155615
07544260X2,"  33 MAPLE ST CNR GRNET ST OS PO, COOROY",4563,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0754426209",155616
03544226X2,"  23 MAPLE ST O/S PRIMARY SCHOOL, GOLDEN SQUARE",3555,"Coin and Card Payphone,Incoming Calls",VIC," PH:0354421491",155617
03502010X2,"  117 MARKET ST OS POST OFFICE, BALRANALD",2715,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0350201105",155618
07498241X7,"  17 MARTIN PL , EMERALD",4720,"Coin and Card Payphone,Incoming Calls",QLD," PH:0749824464",155619
02493811X2,"  56 MAITLAND RD , BRANXTON",2335,"Coin and Card Payphone,Incoming Calls",NSW," PH:0249381500",155620
02496232X2,"  104 MAITLAND RD , ISLINGTON",2296,"Coin and Card Payphone,Incoming Calls",NSW," PH:0249654318",155621
08943300X2,"  13 MARKET ST NR SHORT ST, FREMANTLE",6160,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot,ADSL",WA," PH:0894332187",155622
02637213X2,"  80 MARKET ST NR POST OFFICE, MUDGEE",2850,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0263721539",155623
02637219X2,"  50 MARKET ST OS POLICE BOYS CB, MUDGEE",2850,"Coin and Card Payphone,Incoming Calls",NSW," PH:0263724406",155624
02649538X2,"  53 MARKET ST NR MERIMBULA DVE, MERIMBULA",2548,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot,ADSL",NSW," PH:0264953472",155625
02493880X2,"  0 MAITLAND RD NR SHOP, VACY",2421,"Coin and Card Payphone,Incoming Calls",NSW," PH:0249388102",155626
02493309X2,"  39 MAIZE ST SHOPPING CENTRE, TENAMBIT",2323,"Coin and Card Payphone,Incoming Calls",NSW," PH:0249335098",155627
02974316X2,"  70 MAJORS BAY RD OPP JELLICOE RD, CONCORD",2137,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot,ADSL",NSW," PH:0297436323",155628
02967608X1,"LVL 3 1 MARCEL CRS HOSP MAIN FOYER, BLACKTOWN",2148,"Coin and Card Payphone,TTY,Incoming Calls",NSW," PH:0296765196",155629
02967607X1,"LVL 3 1 MARCEL CRS HOSP MAIN FOYER, BLACKTOWN",2148,"Coin and Card Payphone,Incoming Calls",NSW," PH:0296768972",155630
02979215X2,"  1 MARCO AVE OPP COM BANK, REVESBY",2212,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0297921045",155631
07328210X2,"  59 MARY ST OPP EDWARD ST, BLACKSTONE",4304,"Coin and Card Payphone,Incoming Calls",QLD," PH:0732821966",155632
02496841X2,"  127 MAITLAND RD , MAYFIELD",2304,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0249684791",155633
02654310X2,"  29 MAITLAND ST CNR LORNE, MUSWELLBROOK",2333,"Coin and Card Payphone,Incoming Calls",NSW," PH:0265431121",155634
02494015X2,"  201 MAITLAND RD , TIGHES HILL",2297,"Coin and Card Payphone,Incoming Calls",NSW," PH:0249653852",155635
03542410X2,"  19 MARKET ST NR HIGH ST, TRENTHAM",3458,"Coin and Card Payphone,Incoming Calls",VIC," PH:0354241656",155636
03582861X2,"  58 MARY ST , DOOKIE",3646,"Coin and Card Payphone,Incoming Calls",VIC," PH:0358286270",155637
02963732X2,"  1 MARY ST CNR SOUTH ST, GRANVILLE",2142,"Coin and Card Payphone,Incoming Calls",NSW," PH:0296378454",155638
02963723X2,"  1 MARY ST CNR SOUTH ST, GRANVILLE",2142,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0296378765",155639
07548203X2,"  155 MARY ST NR MONKLAND ST, GYMPIE",4570,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0754821473",155640
02934927X2,"  307 MALABAR RD NR TORRINGTON RD, MAROUBRA",2035,"Coin and Card Payphone,Incoming Calls",NSW," PH:0293497191",155641
07404501X2,"  2 MALABAR ST NR HARDY RD, MT SHERIDAN",4868,"Coin and Card Payphone,Incoming Calls",QLD," PH:0740453378",155642
03579317X7,"  0 MALAYA RD FAMILY STORE, PUCKAPUNYAL",3662,"Coin and Card Payphone,Incoming Calls",VIC," PH:0357931406",155643
03583128X2,"  65 MALCOLM CRS CNR BRANDIT AVE, SHEPPARTON",3630,"Coin and Card Payphone,Incoming Calls",VIC," PH:0358318095",155644
02636233X2,"  140 MARGARET ST NR ANSON ST, ORANGE",2800,"Coin and Card Payphone,Incoming Calls",NSW," PH:0263629074",155645
02636206X2,"  203 MARGARET ST COLOUR CTY CVAN PK, ORANGE",2800,"Coin and Card Payphone,Incoming Calls",NSW," PH:0263620497",155646
02494507X2,"  80 MARKS POINT RD OS POST OFFICE, MARKS POINT",2280,"Coin and Card Payphone,Incoming Calls",NSW," PH:0249450076",155647
03628912X2,"  381 MARLBOROUGH RD OS POST OFFICE, BRONTE PARK",7140,"Coin and Card Payphone,Incoming Calls",TAS," PH:0362891130",155648
02952842X2,"  2 MARY ST CNR JANNALI AVE, JANNALI",2226,"Coin and Card Payphone,Incoming Calls",NSW," PH:0295283990",155649
07549716X2,"  25 MARY ST NR ROYSTON ST, KILCOY",4515,"Coin and Card Payphone,Incoming Calls",QLD," PH:0754971003",155650
07549713X2,"  55 MARY ST NR WILLIAM ST, KILCOY",4515,"Coin and Card Payphone,Incoming Calls",QLD," PH:0754971255",155651
07544998X2,"  3 MARY ST OS HOMEMAKER CTR, NOOSAVILLE",4566,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0754499720",155652
08825822X2,"  3 MARY ST OPP, SALISBURY",5108,"Coin and Card Payphone,Incoming Calls",SA," PH:0882585454",155653
03509520X2,"  5 MALLEE HWY OPP REED ST, MURRAYVILLE",3512,"Coin and Card Payphone,Incoming Calls",VIC," PH:0350952100",155654
03509460X2,"  5 MALLEE HWY NR MOSSOP ST, UNDERBOOL",3509,"Coin and Card Payphone,Incoming Calls",VIC," PH:0350946200",155655
03509410X2,"  5 MALLEE HWY POST OFFICE, WALPEUP",3507,"Coin and Card Payphone,Incoming Calls",VIC," PH:0350941200",155656
03586205X2,"  1 MCGREGOR ST NR TOCUMWAL RD, NUMURKAH",3636,"Coin and Card Payphone,Incoming Calls",VIC," PH:0358621273",155657
07474211X2,"  26 MCILWRAITH ST OS R/RUNNER RDHSE, CLONCURRY",4824,"Coin and Card Payphone,Incoming Calls",QLD," PH:0747421105",155658
02964638X2,"  30 MILLS ST OPP, LIDCOMBE",2141,"Coin and Card Payphone,Incoming Calls",NSW," PH:0296463019",155659
08864527X2,"  55 MILLS ST , WHYALLA NORRIE",5608,"Coin and Card Payphone,Incoming Calls",SA," PH:0886457965",155660
03939110X2,"  306 MELBOURNE RD NR WILKINS ST, NEWPORT",3015,"Coin and Card Payphone,Incoming Calls",VIC," PH:0393916744",155661
02961001X2,"  39 MELBOURNE RD NEAR, ST JOHNS PARK",2176,"Coin and Card Payphone,Incoming Calls",NSW," PH:0296102443",155662
02605609X1,"  178 MELBOURNE RD MOBIL TRUCK STOP, WDNGA",3690,"Coin and Card Payphone,Incoming Calls",NSW," PH:0260566521",155663
07477623X2,"  19 MCILWRAITH ST OPP HOSPITAL, INGHAM",4850,"Coin and Card Payphone,Incoming Calls",QLD," PH:0747765968",155664
07472400X2,"  35 MCILWRAITH ST , SOUTH TOWNSVILLE",4810,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",QLD," PH:0747244862",155665
08827628X2,"  97 MCINERNEY AVE NR GREENGLADE DVE, MITCHELL PARK",5043,"Coin and Card Payphone,Incoming Calls",SA," PH:0882769054",155666
07415906X2,"  25 MCINTOSH AVE NR RIVERVIEW RD, ELLIOTT HEADS",4670,"Coin and Card Payphone,Incoming Calls",QLD," PH:0741596450",155667
02998120X2,"  99 MCINTOSH ST NR ALFRED, NARRAWEENA",2099,"Coin and Card Payphone,Incoming Calls",NSW," PH:0299813054",155668
03544314X2,"  198 MCIVOR HWY NR CROOK ST, BENDIGO",3550,"Coin and Card Payphone,Incoming Calls",VIC," PH:0354438311",155669
08826936X2,"  1 MILNER ST NEAR, PROSPECT",5082,"Coin and Card Payphone,Incoming Calls",SA," PH:0882694476",155670
02656325X2,"  0 MIDDLE BEACH RD OS JOY'S STORE, LORD HOWE ISLAND",2898,"Coin and Card Payphone,Incoming Calls",NSW," PH:0265632289",155671
03989934X2,"  527 MIDDLEBOROUGH RD , BOX HILL NORTH",3129,"Coin and Card Payphone,Incoming Calls",VIC," PH:0398996794",155672
02668555X2,"  0 MIDDLETON ST CNR LAWSON ST, BYRON BAY",2481,"Coin and Card Payphone,Incoming Calls,WIFI Hotspot",NSW," PH:0266855603",155673
03527811X2,"  20 MILTON ST NR MAPLE CRES, BELL PARK",3215,"Coin and Card Payphone,Incoming Calls",VIC," PH:0352787788",155674
07495131X2,"  95 MILTON ST CNR NORRIS ST, MACKAY",4740,"Coin and Card Payphone,Incoming Calls",QLD," PH:0749511756",155675
08897546X1,"  0 MATARANKA HOMESTEAD  ADJ RECEPTION, MATARANKA",852,"Coin and Card Payphone,Incoming Calls",NT," PH:0889754186",155676
03544840X2,"  173 MIDLAND HWY NR HOWARD ST, EPSOM",3551,"Coin and Card Payphone,Incoming Calls",VIC," PH:0354484203",155677
